ISO,Year,HDI_UNDP,IHDI,PHDI,GII,GDI,VDem_Score
JAM,2017,0.715,0.587,0.683,0.397,1.007,
JAM,2018,0.715,0.586,0.684,0.384,1.009,
JAM,2019,0.716,0.586,0.682,0.385,1.01,
JAM,2020,0.711,0.582,0.679,0.362,1.01,
JAM,2021,0.703,0.576,0.672,0.362,1.009,
JAM,2022,0.718,0.589,0.686,0.36,1.011,
JAM,2023,0.72,0.59,0.686,0.358,1.013,
JPN,2010,0.907,0.822,0.754,0.118,0.957,
JPN,2011,0.906,0.833,0.749,0.117,0.957,
JPN,2012,0.909,0.837,0.743,0.126,0.958,
JPN,2013,0.912,0.84,0.747,0.128,0.959,
JPN,2014,0.914,0.837,0.751,0.126,0.96,
JPN,2015,0.917,0.84,0.761,0.118,0.961,
JPN,2016,0.918,0.841,0.761,0.104,0.962,
JPN,2017,0.92,0.841,0.765,0.096,0.964,
JPN,2018,0.921,0.837,0.766,0.091,0.965,
JPN,2019,0.922,0.84,0.768,0.082,0.966,
JPN,2020,0.922,0.841,0.773,0.079,0.965,
JPN,2021,0.922,0.842,0.772,0.072,0.966,
JPN,2022,0.921,0.841,0.78,0.062,0.97,
JPN,2023,0.925,0.845,0.785,0.059,0.97,
JOR,2010,0.732,0.586,0.676,0.489,0.862,
JOR,2011,0.734,0.585,0.675,0.488,0.866,
JOR,2012,0.74,0.604,0.687,0.491,0.867,
JOR,2013,0.742,0.606,0.689,0.488,0.862,
JOR,2014,0.742,0.612,0.692,0.489,0.857,
JOR,2015,0.743,0.613,0.695,0.477,0.863,
JOR,2016,0.745,0.616,0.697,0.442,0.88,
JOR,2017,0.747,0.621,0.704,0.427,0.892,
JOR,2018,0.747,0.622,0.705,0.434,0.886,
JOR,2019,0.75,0.625,0.709,0.439,0.877,
JOR,2020,0.743,0.62,0.706,0.442,0.888,
JOR,2021,0.736,0.615,0.699,0.441,0.883,
JOR,2022,0.751,0.627,0.713,0.433,0.883,
JOR,2023,0.754,0.637,0.714,0.433,0.861,
KAZ,2010,0.781,0.691,0.641,0.27,1.014,
KAZ,2011,0.79,0.703,0.647,0.26,1.013,
KAZ,2012,0.799,0.713,0.644,0.236,1.012,
KAZ,2013,0.808,0.725,0.647,0.233,1.019,
KAZ,2014,0.813,0.732,0.635,0.229,1.018,
KAZ,2015,0.819,0.747,0.623,0.217,1.004,
KAZ,2016,0.82,0.747,0.634,0.212,1.005,
KAZ,2017,0.824,0.752,0.637,0.198,1.0,
KAZ,2018,0.828,0.756,0.641,0.195,1.01,
KAZ,2019,0.834,0.762,0.663,0.192,0.999,
KAZ,2020,0.826,0.755,0.663,0.182,1.005,
KAZ,2021,0.816,0.746,0.661,0.182,1.012,
KAZ,2022,0.831,0.76,0.679,0.168,1.004,
KAZ,2023,0.837,0.766,0.687,0.182,1.004,
KEN,2010,0.552,0.356,0.54,0.607,0.923,
KEN,2011,0.56,0.362,0.548,0.603,0.927,
KEN,2012,0.565,0.366,0.552,0.601,0.93,
KEN,2013,0.57,0.37,0.556,0.568,0.932,
KEN,2014,0.576,0.379,0.562,0.562,0.935,
KEN,2015,0.583,0.385,0.568,0.551,0.938,
KEN,2016,0.594,0.414,0.579,0.547,0.93,
KEN,2017,0.599,0.418,0.585,0.536,0.94,
KEN,2018,0.605,0.423,0.59,0.538,0.938,
KEN,2019,0.611,0.428,0.593,0.535,0.945,
KEN,2020,0.6,0.432,0.582,0.533,0.948,
KEN,2021,0.608,0.433,0.589,0.533,0.952,
KEN,2022,0.626,0.454,0.607,0.527,0.945,
KEN,2023,0.628,0.456,0.61,0.526,0.944,
KIR,2010,0.6,,,,0.955,
KIR,2011,0.603,,,,0.957,
KIR,2012,0.608,,,,0.955,
KIR,2013,0.613,,,,0.953,
KIR,2014,0.615,,,,0.95,
KIR,2015,0.623,,,,0.944,
KIR,2016,0.627,,,,0.95,
KIR,2017,0.63,,,,0.953,
KIR,2018,0.633,0.508,,,0.955,
KIR,2019,0.635,0.51,,,0.947,
KIR,2020,0.632,0.523,,,0.968,
KIR,2021,0.631,0.523,,,0.97,
KIR,2022,0.642,0.533,,,0.974,
KIR,2023,0.644,0.535,,,0.976,
KOR,2010,0.894,0.798,0.717,0.078,0.933,
KOR,2011,0.899,0.805,0.713,0.08,0.933,
KOR,2012,0.901,0.811,0.718,0.074,0.934,
KOR,2013,0.905,0.817,0.721,0.073,0.935,
KOR,2014,0.91,0.824,0.728,0.07,0.936,
KOR,2015,0.914,0.827,0.732,0.067,0.937,
KOR,2016,0.918,0.833,0.731,0.061,0.939,
KOR,2017,0.922,0.837,0.727,0.054,0.941,
KOR,2018,0.924,0.84,0.725,0.055,0.944,
KOR,2019,0.927,0.843,0.731,0.051,0.946,
KOR,2020,0.928,0.844,0.737,0.042,0.947,
KOR,2021,0.933,0.85,0.735,0.04,0.948,
KOR,2022,0.928,0.846,0.737,0.04,0.949,
KOR,2023,0.937,0.857,0.745,0.038,0.959,
KWT,2010,0.812,,0.445,0.207,0.997,
KWT,2011,0.817,,0.455,0.196,1.0,
KWT,2012,0.822,,0.48,0.211,0.995,
KWT,2013,0.814,,0.503,0.195,1.008,
KWT,2014,0.818,,0.508,0.301,1.006,
KWT,2015,0.832,,0.472,0.3,1.006,
KWT,2016,0.836,,0.449,0.284,1.005,
KWT,2017,0.838,,0.448,0.248,1.006,
KWT,2018,0.84,,0.454,0.24,1.009,
KWT,2019,0.843,,0.467,0.202,1.01,
KWT,2020,0.837,,0.533,0.16,1.011,
KWT,2021,0.839,,0.524,0.252,1.01,
KWT,2022,0.845,,0.521,0.138,1.022,
KWT,2023,0.852,,0.531,0.188,1.011,
KGZ,2010,0.668,0.579,0.653,0.368,0.978,
KGZ,2011,0.67,0.588,0.653,0.372,0.976,
KGZ,2012,0.679,0.6,0.659,0.373,0.974,
KGZ,2013,0.686,0.607,0.664,0.382,0.964,
KGZ,2014,0.691,0.616,0.669,0.373,0.964,
KGZ,2015,0.695,0.617,0.674,0.383,0.967,
KGZ,2016,0.7,0.627,0.679,0.37,0.961,
KGZ,2017,0.704,0.631,0.684,0.368,0.953,
KGZ,2018,0.708,0.638,0.684,0.372,0.949,
KGZ,2019,0.708,0.636,0.684,0.362,0.953,
KGZ,2020,0.7,0.63,0.677,0.363,0.95,
KGZ,2021,0.704,0.634,0.681,0.346,0.957,
KGZ,2022,0.717,0.646,0.695,0.34,0.956,
KGZ,2023,0.72,0.649,0.699,0.34,0.959,
LAO,2010,0.556,0.406,0.532,0.533,0.891,
LAO,2011,0.567,0.41,0.544,0.529,0.892,
LAO,2012,0.577,0.419,0.548,0.521,0.897,
LAO,2013,0.587,0.426,0.557,0.517,0.901,
LAO,2014,0.597,0.436,0.564,0.5,0.905,
LAO,2015,0.604,0.442,0.564,0.498,0.908,
LAO,2016,0.609,0.447,0.562,0.485,0.911,
LAO,2017,0.612,0.457,0.562,0.485,0.923,
LAO,2018,0.613,0.459,0.563,0.484,0.916,
LAO,2019,0.615,0.458,0.566,0.478,0.918,
LAO,2020,0.616,0.459,0.569,0.464,0.926,
LAO,2021,0.613,0.458,0.564,0.476,0.921,
LAO,2022,0.614,0.46,0.567,0.476,0.925,
LAO,2023,0.617,0.462,0.57,0.475,0.911,
LVA,2010,0.833,0.744,0.744,0.229,1.04,
LVA,2011,0.84,0.752,0.739,0.221,1.034,
LVA,2012,0.843,0.756,0.739,0.219,1.033,
LVA,2013,0.852,0.767,0.748,0.21,1.026,
LVA,2014,0.854,0.769,0.748,0.23,1.03,
LVA,2015,0.859,0.775,0.755,0.225,1.033,
LVA,2016,0.864,0.784,0.762,0.212,1.032,
LVA,2017,0.87,0.789,0.757,0.215,1.033,
LVA,2018,0.875,0.792,0.754,0.168,1.031,
LVA,2019,0.88,0.799,0.75,0.164,1.024,
LVA,2020,0.879,0.801,0.753,0.142,1.025,
LVA,2021,0.871,0.79,0.74,0.141,1.031,
LVA,2022,0.881,0.804,0.751,0.129,1.028,
LVA,2023,0.889,0.812,0.749,0.117,1.026,
LBN,2010,0.75,,0.689,0.433,0.93,
LBN,2011,0.758,,0.689,0.438,0.936,
LBN,2012,0.762,,0.688,0.434,0.945,
LBN,2013,0.762,,0.691,0.432,0.952,
LBN,2014,0.761,,0.692,0.428,0.958,
LBN,2015,0.763,,0.701,0.424,0.966,
LBN,2016,0.767,,0.705,0.421,0.975,
LBN,2017,0.772,,0.706,0.418,0.985,
LBN,2018,0.774,,0.705,0.381,0.991,
LBN,2019,0.771,,0.706,0.384,1.013,
LBN,2020,0.75,,0.683,0.387,0.995,
LBN,2021,0.733,,0.666,0.383,0.999,
LBN,2022,0.755,,0.695,0.361,0.992,
LBN,2023,0.752,,0.691,0.36,0.992,
LSO,2010,0.478,0.271,,0.59,0.989,
LSO,2011,0.485,0.276,,0.589,0.995,
LSO,2012,0.496,0.283,,0.583,0.996,
LSO,2013,0.502,0.288,,0.575,0.996,
LSO,2014,0.509,0.295,,0.57,0.994,
LSO,2015,0.517,0.3,,0.568,0.995,
LSO,2016,0.526,0.306,,0.565,0.993,
LSO,2017,0.531,0.309,,0.566,0.991,
LSO,2018,0.538,0.347,,0.559,0.991,
LSO,2019,0.541,0.349,,0.56,0.994,
LSO,2020,0.537,0.347,,0.548,0.995,
LSO,2021,0.532,0.345,,0.544,0.999,
LSO,2022,0.547,0.354,,0.535,1.005,
LSO,2023,0.55,0.357,,0.534,1.006,
LBR,2010,0.467,,0.461,0.644,0.84,
LBR,2011,0.471,,0.465,0.657,0.809,
LBR,2012,0.475,,0.469,0.654,0.813,
LBR,2013,0.481,0.294,0.475,0.653,0.819,
LBR,2014,0.479,0.3,0.473,0.664,0.832,
LBR,2015,0.48,0.301,0.474,0.664,0.824,
LBR,2016,0.485,0.303,0.479,0.662,0.821,
LBR,2017,0.491,0.308,0.485,0.652,0.885,
LBR,2018,0.495,0.311,0.489,0.649,0.842,
LBR,2019,0.497,0.314,0.491,0.65,0.848,
LBR,2020,0.498,0.316,0.493,0.654,0.859,
LBR,2021,0.503,0.32,0.498,0.651,0.864,
LBR,2022,0.508,0.323,0.503,0.651,0.864,
LBR,2023,0.51,0.326,0.505,0.646,0.865,
LBY,2010,0.755,,0.613,0.294,0.964,
LBY,2011,0.715,,0.614,0.302,0.977,
LBY,2012,0.758,,0.626,0.258,0.976,
LBY,2013,0.748,,0.627,0.267,0.974,
LBY,2014,0.728,,0.586,0.268,0.982,
LBY,2015,0.728,,0.62,0.268,0.983,
LBY,2016,0.725,,0.617,0.269,0.984,
LBY,2017,0.74,,0.623,0.26,0.98,
LBY,2018,0.743,,0.627,0.262,0.978,
LBY,2019,0.737,,0.598,0.264,0.98,
LBY,2020,0.688,,0.61,0.262,0.968,
LBY,2021,0.729,,0.634,0.259,0.975,
LBY,2022,0.741,,0.648,0.255,0.974,
LBY,2023,0.721,,0.629,0.253,0.955,
LIE,2010,0.914,,,,0.96,
LIE,2011,0.919,,,,0.957,
LIE,2012,0.919,,,,0.958,
LIE,2013,0.92,,,,0.955,
LIE,2014,0.923,,,,0.953,
LIE,2015,0.925,,,,0.951,
LIE,2016,0.926,,,,0.953,
LIE,2017,0.929,,,,0.958,
LIE,2018,0.928,,,,0.96,
LIE,2019,0.935,,,,0.962,
LIE,2020,0.929,,,,0.963,
LIE,2021,0.933,,,,0.966,
LIE,2022,0.936,,,,0.965,
LIE,2023,0.938,,,,0.964,
LTU,2010,0.854,0.753,0.756,0.15,1.04,
LTU,2011,0.86,0.77,0.752,0.154,1.044,
LTU,2012,0.862,0.78,0.755,0.14,1.038,
LTU,2013,0.865,0.777,0.756,0.138,1.031,
LTU,2014,0.866,0.779,0.757,0.135,1.026,
LTU,2015,0.869,0.773,0.758,0.138,1.03,
LTU,2016,0.875,0.781,0.76,0.139,1.029,
LTU,2017,0.885,0.79,0.76,0.134,1.023,
LTU,2018,0.889,0.797,0.759,0.129,1.02,
LTU,2019,0.894,0.807,0.756,0.121,1.017,
LTU,2020,0.888,0.808,0.758,0.095,1.023,
LTU,2021,0.887,0.804,0.748,0.081,1.022,
LTU,2022,0.888,0.802,0.754,0.073,1.028,
LTU,2023,0.895,0.812,0.751,0.07,1.022,
LUX,2010,0.909,0.827,0.534,0.112,0.975,
LUX,2011,0.911,0.83,0.599,0.091,0.975,
LUX,2012,0.914,0.835,0.618,0.097,0.981,
LUX,2013,0.919,0.839,0.579,0.075,0.98,
LUX,2014,0.924,0.836,0.598,0.073,0.989,
LUX,2015,0.913,0.826,0.581,0.068,0.985,
LUX,2016,0.916,0.823,0.612,0.063,0.992,
LUX,2017,0.913,0.826,0.628,0.058,0.992,
LUX,2018,0.915,0.826,0.602,0.074,0.996,
LUX,2019,0.916,0.826,0.566,0.062,0.992,
LUX,2020,0.916,0.831,0.616,0.048,0.997,
LUX,2021,0.918,0.835,0.449,0.037,0.998,
LUX,2022,0.922,0.832,0.484,0.043,0.999,
LUX,2023,0.922,0.838,0.479,0.044,0.996,
MDG,2010,0.493,0.321,0.485,,0.938,
MDG,2011,0.494,0.322,0.486,,0.937,
MDG,2012,0.496,0.324,0.487,,0.924,
MDG,2013,0.497,0.323,0.489,,0.94,
MDG,2014,0.5,0.324,0.492,,0.941,
MDG,2015,0.501,0.326,0.493,,0.952,
MDG,2016,0.501,0.326,0.493,,0.94,
MDG,2017,0.505,0.328,0.497,,0.941,
MDG,2018,0.501,0.327,0.494,,0.941,
MDG,2019,0.495,0.323,0.489,,0.94,
MDG,2020,0.483,0.315,0.477,,0.939,
MDG,2021,0.481,0.315,0.475,0.584,0.935,
MDG,2022,0.483,0.317,0.477,0.583,0.94,
MDG,2023,0.487,0.319,0.481,0.584,0.934,
MWI,2010,0.475,0.313,0.466,0.614,0.898,
MWI,2011,0.483,0.308,0.474,0.607,0.9,
MWI,2012,0.488,0.313,0.479,0.607,0.905,
MWI,2013,0.494,0.322,0.485,0.602,0.899,
MWI,2014,0.5,0.327,0.491,0.611,0.913,
MWI,2015,0.504,0.331,0.496,0.609,0.914,
MWI,2016,0.506,0.334,0.498,0.603,0.917,
MWI,2017,0.508,0.342,0.499,0.592,0.924,
MWI,2018,0.51,0.345,0.501,0.596,0.925,
MWI,2019,0.513,0.348,0.504,0.577,0.926,
MWI,2020,0.512,0.358,0.501,0.579,0.934,
MWI,2021,0.509,0.358,0.498,0.577,0.929,
MWI,2022,0.513,0.361,0.502,0.576,0.927,
MWI,2023,0.517,0.365,0.507,0.581,0.925,
MYS,2010,0.779,0.642,0.679,0.262,0.957,
MYS,2011,0.782,0.644,0.659,0.262,0.971,
MYS,2012,0.787,0.655,0.659,0.253,0.973,
MYS,2013,0.791,0.658,0.658,0.246,0.967,
MYS,2014,0.795,0.671,0.667,0.236,0.982,
MYS,2015,0.8,0.675,0.676,0.233,0.985,
MYS,2016,0.805,0.686,0.684,0.224,0.981,
MYS,2017,0.807,0.699,0.677,0.212,0.981,
MYS,2018,0.809,0.7,0.674,0.193,0.985,
MYS,2019,0.812,0.699,0.672,0.193,0.987,
MYS,2020,0.81,0.704,0.678,0.182,0.988,
MYS,2021,0.802,0.696,0.667,0.173,0.976,
MYS,2022,0.81,0.699,0.672,0.173,0.973,
MYS,2023,0.819,0.707,0.677,0.172,0.973,
MDV,2010,0.689,0.475,,0.395,0.947,
MDV,2011,0.698,0.482,,0.39,0.949,
MDV,2012,0.704,0.487,,0.373,0.951,
MDV,2013,0.71,0.492,,0.358,0.954,
MDV,2014,0.718,0.499,,0.369,0.961,
MDV,2015,0.725,0.504,,0.364,0.957,
MDV,2016,0.732,0.565,,0.348,0.997,
MDV,2017,0.739,0.571,,0.328,0.964,
MDV,2018,0.744,0.576,,0.318,0.969,
MDV,2019,0.749,0.58,,0.325,1.016,
MDV,2020,0.73,0.572,,0.325,0.972,
MDV,2021,0.745,0.585,,0.319,0.979,
MDV,2022,0.764,0.601,,0.312,0.985,
MDV,2023,0.766,0.602,,0.309,0.986,
MLI,2010,0.41,,0.403,0.666,0.819,
MLI,2011,0.415,0.234,0.408,0.666,0.82,
MLI,2012,0.411,0.247,0.404,0.663,0.85,
MLI,2013,0.409,0.251,0.403,0.659,0.868,
MLI,2014,0.414,0.26,0.407,0.67,0.823,
MLI,2015,0.413,0.271,0.406,0.646,0.85,
MLI,2016,0.411,0.272,0.403,0.671,0.813,
MLI,2017,0.416,0.274,0.407,0.664,0.81,
MLI,2018,0.421,0.276,0.411,0.666,0.767,
MLI,2019,0.425,0.282,0.415,0.671,0.767,
MLI,2020,0.414,0.273,0.405,0.605,0.829,
MLI,2021,0.414,0.276,0.406,0.611,0.816,
MLI,2022,0.417,0.279,0.409,0.613,0.802,
MLI,2023,0.419,0.281,0.411,0.612,0.812,
MLT,2010,0.867,0.789,0.714,0.263,0.937,
MLT,2011,0.862,0.787,0.727,0.259,0.948,
MLT,2012,0.87,0.797,0.738,0.243,0.952,
MLT,2013,0.88,0.803,0.749,0.194,0.958,
MLT,2014,0.886,0.813,0.771,0.187,0.958,
MLT,2015,0.892,0.816,0.78,0.189,0.966,
MLT,2016,0.891,0.812,0.799,0.188,0.964,
MLT,2017,0.901,0.825,0.797,0.187,0.97,
MLT,2018,0.908,0.833,0.794,0.182,0.972,
MLT,2019,0.91,0.837,0.796,0.161,0.972,
MLT,2020,0.903,0.829,0.791,0.162,0.977,
MLT,2021,0.914,0.837,0.796,0.158,0.977,
MLT,2022,0.917,0.836,0.797,0.109,0.982,
MLT,2023,0.924,0.843,0.799,0.111,0.977,
MHL,2011,0.666,,,,0.927,
MHL,2012,0.668,,,,0.924,
MHL,2013,0.676,,,,0.923,
MHL,2014,0.681,,,,0.922,
MHL,2015,0.691,,,,0.923,
MHL,2016,0.696,,,,0.922,
MHL,2017,0.702,,,,0.922,
MHL,2018,0.71,,,,0.922,
MHL,2019,0.722,,,,0.953,
MHL,2020,0.722,0.614,,,0.94,
MHL,2021,0.723,0.615,,,0.948,
MHL,2022,0.732,0.624,,,0.96,
MHL,2023,0.733,0.626,,,0.96,
MRT,2010,0.525,0.338,0.504,0.644,0.865,
MRT,2011,0.53,0.344,0.512,0.64,0.864,
MRT,2012,0.538,0.35,0.518,0.637,0.873,
MRT,2013,0.544,0.355,0.524,0.633,0.868,
MRT,2014,0.547,0.364,0.529,0.627,0.86,
MRT,2015,0.551,0.364,0.533,0.624,0.852,
MRT,2016,0.548,0.363,0.53,0.619,0.856,
MRT,2017,0.551,0.366,0.533,0.609,0.877,
MRT,2018,0.561,0.373,0.54,0.618,0.868,
MRT,2019,0.566,0.374,0.545,0.612,0.881,
MRT,2020,0.554,0.367,0.533,0.614,0.881,
MRT,2021,0.553,0.367,0.531,0.612,0.884,
MRT,2022,0.562,0.372,0.54,0.61,0.886,
MRT,2023,0.563,0.374,0.542,0.603,0.886,
MUS,2010,0.755,0.617,,0.37,0.946,
MUS,2011,0.762,0.623,,0.35,0.946,
MUS,2012,0.778,0.627,,0.355,0.953,
MUS,2013,0.781,0.63,,0.344,0.958,
MUS,2014,0.79,0.64,,0.343,0.961,
MUS,2015,0.792,0.643,,0.373,0.967,
MUS,2016,0.795,0.646,,0.37,0.965,
MUS,2017,0.799,0.654,,0.36,0.972,
MUS,2018,0.801,0.654,,0.363,0.976,
MUS,2019,0.803,0.657,,0.325,0.976,
MUS,2020,0.795,0.65,,0.359,0.99,
MUS,2021,0.789,0.65,,0.361,0.985,
MUS,2022,0.794,0.659,,0.36,0.984,
MUS,2023,0.806,0.669,,0.352,0.971,
MEX,2010,0.751,0.578,0.686,0.418,0.952,
MEX,2011,0.757,0.583,0.691,0.414,0.953,
MEX,2012,0.764,0.588,0.696,0.391,0.952,
MEX,2013,0.765,0.589,0.697,0.39,0.954,
MEX,2014,0.769,0.597,0.702,0.388,0.954,
MEX,2015,0.773,0.601,0.707,0.379,0.955,
MEX,2016,0.778,0.613,0.712,0.37,0.958,
MEX,2017,0.781,0.616,0.717,0.372,0.96,
MEX,2018,0.785,0.63,0.718,0.365,0.964,
MEX,2019,0.788,0.633,0.722,0.366,0.968,
MEX,2020,0.763,0.618,0.705,0.368,0.979,
MEX,2021,0.761,0.616,0.699,0.365,0.982,
MEX,2022,0.783,0.639,0.718,0.361,0.978,
MEX,2023,0.789,0.646,0.721,0.358,0.976,
FSM,2010,0.603,,,,,
FSM,2011,0.605,,,,,
FSM,2012,0.605,,,,,
FSM,2013,0.603,,,,,
FSM,2014,0.602,,,,0.926,
FSM,2015,0.604,,,,0.93,
FSM,2016,0.606,,,,0.932,
FSM,2017,0.607,,,,0.936,
FSM,2018,0.608,,,,0.937,
FSM,2019,0.611,,,,0.941,
FSM,2020,0.609,,,,0.947,
FSM,2021,0.611,,,,0.948,
FSM,2022,0.614,,,,0.951,
FSM,2023,0.615,,,,0.953,
MDA,2010,0.739,0.657,0.704,0.239,1.014,
MDA,2011,0.748,0.668,0.711,0.233,1.017,
MDA,2012,0.754,0.673,0.713,0.229,1.015,
MDA,2013,0.758,0.684,0.714,0.227,1.02,
MDA,2014,0.762,0.687,0.716,0.248,1.019,
MDA,2015,0.759,0.686,0.723,0.234,1.021,
MDA,2016,0.763,0.695,0.727,0.226,1.023,
MDA,2017,0.769,0.702,0.729,0.215,1.023,
MDA,2018,0.772,0.705,0.726,0.209,1.02,
MDA,2019,0.775,0.707,0.729,0.183,1.022,
MDA,2020,0.77,0.704,0.725,0.182,1.02,
MDA,2021,0.773,0.708,0.719,0.152,1.02,
MDA,2022,0.784,0.718,0.734,0.142,1.028,
MDA,2023,0.785,0.719,0.738,0.146,1.029,
MNG,2010,0.714,0.603,0.62,0.416,1.034,
MNG,2011,0.725,0.613,0.604,0.42,1.036,
MNG,2012,0.735,0.623,0.594,0.347,1.037,
MNG,2013,0.744,0.632,0.569,0.339,1.038,
MNG,2014,0.748,0.64,0.596,0.332,1.037,
MNG,2015,0.753,0.646,0.618,0.336,1.037,
MNG,2016,0.759,0.652,0.621,0.331,1.035,
MNG,2017,0.759,0.653,0.608,0.33,1.038,
MNG,2018,0.767,0.66,0.59,0.322,1.034,
MNG,2019,0.758,0.653,0.576,0.311,1.041,
MNG,2020,0.741,0.638,0.589,0.301,1.038,
MNG,2021,0.727,0.627,0.566,0.292,1.033,
MNG,2022,0.742,0.642,0.577,0.284,1.029,
MNG,2023,0.747,0.647,0.577,0.284,1.03,
MNE,2010,0.815,0.715,,0.21,0.957,
MNE,2011,0.822,0.715,,0.19,0.961,
MNE,2012,0.825,0.718,,0.159,0.964,
MNE,2013,0.83,0.724,,0.159,0.964,
MNE,2014,0.833,0.734,,0.149,0.964,
MNE,2015,0.839,0.742,,0.145,0.964,
MNE,2016,0.836,0.738,,0.124,0.963,
MNE,2017,0.843,0.741,,0.122,0.968,
MNE,2018,0.849,0.745,,0.122,0.963,
MNE,2019,0.851,0.752,,0.113,0.973,
MNE,2020,0.841,0.75,,0.125,0.972,
MNE,2021,0.84,0.751,,0.117,0.977,
MNE,2022,0.853,0.76,,0.11,0.979,
MNE,2023,0.862,0.771,,0.121,0.984,
MAR,2010,0.607,0.42,0.58,0.554,0.833,
MAR,2011,0.619,0.429,0.591,0.519,0.837,
MAR,2012,0.629,0.437,0.601,0.512,0.838,
MAR,2013,0.639,0.446,0.61,0.502,0.842,
MAR,2014,0.648,0.455,0.621,0.495,0.845,
MAR,2015,0.659,0.463,0.631,0.469,0.847,
MAR,2016,0.665,0.469,0.637,0.453,0.847,
MAR,2017,0.674,0.476,0.644,0.45,0.843,
MAR,2018,0.68,0.492,0.648,0.449,0.846,
MAR,2019,0.687,0.498,0.657,0.448,0.849,
MAR,2020,0.683,0.495,0.655,0.445,0.853,
MAR,2021,0.69,0.501,0.659,0.439,0.858,
MAR,2022,0.704,0.512,0.673,0.44,0.857,
MAR,2023,0.71,0.517,0.679,0.438,0.859,
MOZ,2010,0.419,,0.413,0.545,0.891,
MOZ,2011,0.424,0.254,0.417,0.546,0.892,
MOZ,2012,0.431,0.259,0.423,0.537,0.9,
MOZ,2013,0.443,0.268,0.435,0.527,0.909,
MOZ,2014,0.45,0.273,0.441,0.524,0.916,
MOZ,2015,0.457,0.259,0.449,0.517,0.923,
MOZ,2016,0.46,0.262,0.452,0.513,0.914,
MOZ,2017,0.461,0.263,0.454,0.513,0.906,
MOZ,2018,0.469,0.269,0.461,0.502,0.913,
MOZ,2019,0.475,0.273,0.467,0.491,0.92,
MOZ,2020,0.477,0.279,0.47,0.474,0.932,
MOZ,2021,0.478,0.281,0.471,0.477,0.928,
MOZ,2022,0.49,0.295,0.483,0.481,0.919,
MOZ,2023,0.493,0.297,0.486,0.479,0.92,
MMR,2010,0.515,,0.501,,,
MMR,2011,0.525,,0.51,,,
MMR,2012,0.535,,0.521,,,
MMR,2013,0.546,,0.531,,,
MMR,2014,0.557,,0.539,,,
MMR,2015,0.566,0.426,0.548,0.495,0.963,
MMR,2016,0.574,0.433,0.556,0.512,0.954,
MMR,2017,0.587,0.454,0.567,0.512,0.973,
MMR,2018,0.6,0.465,0.583,0.501,0.975,
MMR,2019,0.61,0.474,0.593,0.5,0.974,
MMR,2020,0.609,0.475,0.592,0.472,0.97,
MMR,2021,0.605,0.472,0.589,0.478,0.948,
MMR,2022,0.606,0.474,0.59,0.479,0.948,
MMR,2023,0.609,0.477,0.593,0.478,0.947,
NAM,2010,0.591,0.376,0.551,0.541,0.981,
NAM,2011,0.598,0.38,0.559,0.531,0.984,
NAM,2012,0.607,0.388,0.561,0.523,0.993,
NAM,2013,0.616,0.399,0.565,0.51,1.002,
NAM,2014,0.624,0.404,0.575,0.504,1.003,
NAM,2015,0.63,0.409,0.585,0.482,0.996,
NAM,2016,0.634,0.412,0.59,0.471,1.014,
NAM,2017,0.638,0.415,0.604,0.463,1.001,
NAM,2018,0.642,0.418,0.598,0.453,1.014,
NAM,2019,0.647,0.422,0.599,0.456,1.008,
NAM,2020,0.647,0.424,0.602,0.452,1.011,
NAM,2021,0.631,0.414,0.578,0.45,1.007,
NAM,2022,0.649,0.426,0.596,0.448,1.01,
NAM,2023,0.665,0.438,0.611,0.448,1.011,
NRU,2010,0.616,,,,0.94,
NRU,2011,0.624,,,,0.942,
NRU,2012,0.633,,,,0.945,
NRU,2013,0.64,,,,0.951,
NRU,2014,0.655,,,,0.951,
NRU,2015,0.66,,,,0.953,
NRU,2016,0.67,,,,0.954,
NRU,2017,0.67,,,,0.953,
NRU,2018,0.668,,,,0.952,
NRU,2019,0.678,,,,0.954,
NRU,2020,0.684,,,,0.956,
NRU,2021,0.692,0.588,,,0.956,
NRU,2022,0.7,0.596,,,0.957,
NRU,2023,0.703,0.599,,,0.955,
NPL,2010,0.551,,0.539,0.529,0.897,
NPL,2011,0.559,0.379,0.547,0.517,0.902,
NPL,2012,0.565,0.384,0.551,0.516,0.905,
NPL,2013,0.57,0.388,0.555,0.51,0.908,
NPL,2014,0.574,0.386,0.558,0.515,0.912,
NPL,2015,0.575,0.387,0.558,0.511,0.913,
NPL,2016,0.58,0.4,0.562,0.512,0.899,
NPL,2017,0.588,0.406,0.565,0.536,0.866,
NPL,2018,0.596,0.413,0.569,0.519,0.874,
NPL,2019,0.604,0.419,0.576,0.503,0.885,
NPL,2020,0.599,0.416,0.572,0.494,0.884,
NPL,2021,0.596,0.415,0.569,0.49,0.851,
NPL,2022,0.605,0.425,0.577,0.487,0.855,
NPL,2023,0.622,0.437,0.592,0.487,0.858,
NLD,2010,0.925,0.856,0.717,0.052,0.957,
NLD,2011,0.935,0.87,0.722,0.049,0.959,
NLD,2012,0.935,0.87,0.735,0.046,0.956,
NLD,2013,0.937,0.872,0.734,0.041,0.956,
NLD,2014,0.939,0.872,0.743,0.038,0.956,
NLD,2015,0.94,0.874,0.741,0.034,0.958,
NLD,2016,0.941,0.872,0.745,0.031,0.959,
NLD,2017,0.945,0.876,0.746,0.029,0.96,
